iteration,timestamp_start,timestamp_end,duration_seconds,parameter_key,prompt,negative_prompt,cfg_scale,hypothesis,parent_iteration,search_phase,inference_exit_code,evaluation_exit_code,run_status,failure_reason,metrics_json_sha256,output_video_path,composite_relative_gain,metrics_beating_osd,metrics_gain_ge_2pct,psnr_delta_db,target_met,is_best,metric_psnr,delta_vs_osdenhancer_psnr,relative_gain_psnr,metric_ssim,delta_vs_osdenhancer_ssim,relative_gain_ssim,metric_lpips,delta_vs_osdenhancer_lpips,relative_gain_lpips,metric_dists,delta_vs_osdenhancer_dists,relative_gain_dists,metric_clipiqa,delta_vs_osdenhancer_clipiqa,relative_gain_clipiqa,metric_clipiqa_plus,delta_vs_osdenhancer_clipiqa_plus,relative_gain_clipiqa_plus,metric_niqe,delta_vs_osdenhancer_niqe,relative_gain_niqe,metric_ilniqe,delta_vs_osdenhancer_ilniqe,relative_gain_ilniqe,metric_liqe,delta_vs_osdenhancer_liqe,relative_gain_liqe,metric_musiq,delta_vs_osdenhancer_musiq,relative_gain_musiq,metric_maniqa,delta_vs_osdenhancer_maniqa,relative_gain_maniqa,metric_brisque,delta_vs_osdenhancer_brisque,relative_gain_brisque,metric_dover_overall,delta_vs_osdenhancer_dover_overall,relative_gain_dover_overall,metric_dover_aesthetic,delta_vs_osdenhancer_dover_aesthetic,relative_gain_dover_aesthetic,metric_dover_technical,delta_vs_osdenhancer_dover_technical,relative_gain_dover_technical,metric_fastervqa,delta_vs_osdenhancer_fastervqa,relative_gain_fastervqa,metric_md_vqa,delta_vs_osdenhancer_md_vqa,relative_gain_md_vqa,metric_ewarp_x1000,delta_vs_osdenhancer_ewarp_x1000,relative_gain_ewarp_x1000
111,2026-07-26T17:27:04+00:00,2026-07-26T17:33:15+00:00,371.944,019c7e0aa8e054ff97a899def0f13bb41f577b0f7dcc02eafc0ac3a54abd07bc,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","invented content, hallucinated texture, temporal flicker, motion-inconsistent detail, warped structure, ghosting, ringing, oversharpening, color drift, noise amplification, compression artifacts",0.550000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,3882ca6ab4bbbbfb42390f4b28184fca525bdd01c79725ebc37fa6f29860d237,results_test/UDM10,2.216655533478559,2,2,0.12400370074856326,0,0,26.509003700748565,0.12400370074856326,0.004699780206502303,0.7837965490062923,0.009896549006292221,0.012787891208544025,0.2510567015697879,0.001856701569787872,-0.007450648353883916,0.12533419228369191,0.008634192283691916,-0.07398622351064195,0.39578406882862893,-0.011015931171371063,-0.027079476822446075,0.5576014454326322,-0.006098554567367742,-0.010818794691090549,4.92428928289335,0.36448928289335036,-0.0799353662207444,32.35182962405634,0.8291296240563426,-0.026302620779829856,3.106183761550534,0.2150837615505341,0.0743951304176729,65.50090245892925,-0.1652975410707569,-0.0025172393266361826,0.31839592956727547,-0.004204070432724527,-0.013031836431260158,29.422178206905237,-4.086121793094762,0.12194357198350146,0.5598578840494156,0.002457884049415604,0.004409551577710089,0.9812599658966065,0.003159965896606498,0.003230718634706572,0.10511022843420506,0.0020102284342050636,0.01949785096222176,0.7538729738811123,-0.041027026118887755,-0.05161281434002737,83.821,10.715999999999994,0.146583681006771,1.8083824632291603,0.21608246322916025,-0.13570461799231315
112,2026-07-26T17:33:16+00:00,2026-07-26T17:39:20+00:00,363.703,02c1ea4042b16fb368defe8c427dc296b72241efdd858cc076c84e538f2ccdb4,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","invented content, hallucinated texture, temporal flicker, motion-inconsistent detail, warped structure, ghosting, ringing, oversharpening, color drift, noise amplification, compression artifacts",0.600000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,c45d4efbe48bd674e57687d5ac154942c22b4129926c56687a35e9b0b9151f44,results_test/UDM10,2.216747001752743,2,2,0.12320166680120437,0,0,26.508201666801206,0.12320166680120437,0.004669382861519968,0.7837762143238459,0.009876214323845889,0.012761615614221332,0.251062309766008,0.0018623097660080135,-0.007473153154125255,0.1253403600185148,0.008640360018514814,-0.07403907470878161,0.3955626381020392,-0.011237361897960818,-0.027623800142479886,0.5576431168663887,-0.006056883133611302,-0.010744869848521025,4.923217200947745,0.36341720094774477,-0.07970025021881327,32.34585414292718,0.82315414292718,-0.02611305957063259,3.1063652457729463,0.21526524577294648,0.07445790383347048,65.50599981738677,-0.16020018261323798,-0.002439614026900262,0.3184438563642963,-0.004156143635703713,-0.01288327227434505,29.40099585748488,-4.107304142515119,0.12257572429861016,0.5534025132656097,-0.003997486734390265,-0.007171666190151175,0.9812492251396179,0.003149225139617906,0.0032197373884244006,0.10225235745310783,-0.0008476425468921661,-0.008221557195850302,0.7551125109247148,-0.03978748907528529,-0.05005345210125209,83.84,10.735,0.14684358115040008,1.8096143994625886,0.21731439946258857,-0.13647830149003867
113,2026-07-26T17:39:20+00:00,2026-07-26T17:45:34+00:00,373.955,fa37cfe24f49584e726df7e23f11c7651d490fc3340628442e1fe03b82835372,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","invented content, hallucinated texture, temporal flicker, motion-inconsistent detail, warped structure, ghosting, ringing, oversharpening, color drift, noise amplification, compression artifacts",0.650000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,fdaf4120dbc9082494f62203ac539a263e296333d5f40e9b044b3d73675f08b3,results_test/UDM10,2.2169631043521036,2,2,0.12077325513286041,0,0,26.505773255132862,0.12077325513286041,0.004577345276970264,0.7837299792445919,0.009829979244591835,0.01270187265097795,0.25111844366596586,0.0019184436659658577,-0.0076984095745018365,0.12532185604495388,0.008621856044953885,-0.07388051452402644,0.39584095295398464,-0.010959047046015358,-0.026939643672604124,0.5575398015399132,-0.006160198460086752,-0.010928150541221843,4.92146986733017,0.3616698673301695,-0.07931704621478343,32.367010950336166,0.8443109503361654,-0.026784220588216282,3.1080045753909693,0.21690457539096952,0.07502493009268775,65.503011801935,-0.16318819806500073,-0.0024851171236496207,0.3185605267603551,-0.004039473239644875,-0.012521615745954355,29.3741951234879,-4.134104876512097,0.12337554804368164,0.559814402461052,0.0024144024610519565,0.004331543704793607,0.981488835811615,0.0033888358116149764,0.003464713026904178,0.10532996840775014,0.002229968407750138,0.021629179512610456,0.7601442240472569,-0.03475577595274315,-0.043723456979171155,83.86,10.754999999999995,0.1471171602489569,1.8129429872593998,0.2206429872593998,-0.1385687290456571
114,2026-07-26T17:45:34+00:00,2026-07-26T17:51:46+00:00,371.904,b4dd5cef98c14a7efbb063e5f6636ef659f0160f71e6572431820535b7f53251,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","invented content, hallucinated texture, temporal flicker, motion-inconsistent detail, warped structure, ghosting, ringing, oversharpening, color drift, noise amplification, compression artifacts",0.700000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,5167f5c5d41cd5498e44601d50d2459ad42349fa3d37acd9df370c3c96dce8a2,results_test/UDM10,2.217163369821983,2,2,0.11980322684010503,0,0,26.504803226840107,0.11980322684010503,0.004540580892177563,0.7837055851421397,0.009805585142139694,0.012670351650264497,0.25113747204023024,0.0019374720402302315,-0.007774767416654219,0.12533971917244696,0.008639719172446964,-0.07403358331145642,0.3957011507884149,-0.011098849211585105,-0.027283306813139393,0.5575254044225139,-0.006174595577486119,-0.01095369093043484,4.923071312852766,0.36327131285276604,-0.07966825581226501,32.35815013168461,0.8354501316846097,-0.02650312732363058,3.1095197919876347,0.21841979198763495,0.0755490270096624,65.52004728009624,-0.14615271990376755,-0.00222569175471959,0.3185913595941759,-0.004008640405824104,-0.012426039695672983,29.353725900957663,-4.154574099042335,0.12398641826181381,0.5670285910367966,0.009628591036796585,0.017274113808389998,0.9814124763011932,0.0033124763011932457,0.0033866438004224986,0.10918100327253341,0.006081003272533414,0.05898160303136192,0.7452226240771955,-0.04967737592280452,-0.06249512633388416,83.873,10.768,0.14729498666301893,1.8069494908316603,0.2146494908316603,-0.13480467928886533
115,2026-07-26T17:51:46+00:00,2026-07-26T17:57:55+00:00,368.747,befd2dcb32030a90a7b5a5d95581b3d41ceff32a73939e20ccb23592f0ecb656,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","invented content, hallucinated texture, temporal flicker, motion-inconsistent detail, warped structure, ghosting, ringing, oversharpening, color drift, noise amplification, compression artifacts",0.750000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,e5cc3a3477ea252a4b82ac78f163d2ac753a53f9a8961c628d1d7e32b4277173,results_test/UDM10,2.217610705530079,2,2,0.11714928042503558,0,0,26.502149280425037,0.11714928042503558,0.004439995468070327,0.7836607280628556,0.00976072806285555,0.01261238927878996,0.25116643557144747,0.0019664355714474613,-0.007890993464877453,0.12535100252397596,0.008651002523975965,-0.07413027012832875,0.3964419011146792,-0.010358098885320799,-0.025462386640414943,0.5575104764392298,-0.006189523560770183,-0.01098017307214863,4.920554185871786,0.36075418587178554,-0.07911623006969287,32.36824606626512,0.845546066265122,-0.026823402381938158,3.110167248787419,0.219067248787419,0.07577297526457716,65.52470666208576,-0.14149333791424112,-0.0021547361947888127,0.3187147300089559,-0.0038852699910441046,-0.012043614355375402,29.320892530871976,-4.187407469128022,0.1249662760906409,0.5609938830137253,0.0035938830137253186,0.006447583447659344,0.9814811825752259,0.003381182575225905,0.0034568884318841686,0.10654924102127553,0.0034492410212755287,0.03345529603565013,0.7558047664016019,-0.03909523359839817,-0.04918258095156393,83.894,10.789000000000001,0.14758224471650366,1.8062445150280837,0.21394451502808365,-0.13436193872265506
116,2026-07-26T17:57:56+00:00,2026-07-26T18:04:05+00:00,369.34,70aedd64a8a6664e309bbed2a3916a114067fff7eda51f2eca53b1590eda11c1,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","invented content, hallucinated texture, temporal flicker, motion-inconsistent detail, warped structure, ghosting, ringing, oversharpening, color drift, noise amplification, compression artifacts",0.800000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,873bc2022e5417d938af4b1b5ad094f1e31ad4c499e2d563d5385101e44d59af,results_test/UDM10,2.217734762820438,2,2,0.11475608087354772,0,0,26.49975608087355,0.11475608087354772,0.004349292434093148,0.7836202631260589,0.009720263126058892,0.012560102243259971,0.2512035054064566,0.0020035054064565794,-0.0080397488220569,0.12535206963939052,0.008652069639390525,-0.0741394142192847,0.3961171301141862,-0.010682869885813795,-0.02626074209885397,0.5577121915355806,-0.005987808464419375,-0.010622331851018938,4.9179383492478,0.35813834924779986,-0.07854255652611954,32.36252019151034,0.8398201915103414,-0.02664175947841845,3.111029604942568,0.21992960494256808,0.07607125486581857,65.53217017881333,-0.1340298211866724,-0.002041077771923339,0.31880913254234095,-0.003790867457659053,-0.011750984059699482,29.306728436869964,-4.2015715631300345,0.12538898013716107,0.5606088399887085,0.0032088399887084673,0.005756799405648488,0.9815854728221893,0.0034854728221893616,0.0035635137738363786,0.10405246801674366,0.00095246801674366,0.00923829308189777,0.7622978539066466,-0.032602146093353435,-0.041014147808974,83.87899999999999,10.773999999999987,0.14737706039258583,1.8149619581284544,0.22266195812845435,-0.13983668789075823
117,2026-07-26T18:04:05+00:00,2026-07-26T18:10:19+00:00,373.964,da53a6720a26bb62cb6b9f84f765401791fc17f15e75f881b641f809ec468c8e,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.350000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,72871e56a49b0b9695a9c52aa0c29df3957f6bb16210200b48a25ce7521cdf07,results_test/UDM10,2.21683322895154,2,2,0.13611004244896208,0,0,26.521110042448964,0.13611004244896208,0.005158614457038547,0.7838277018560034,0.009927701856003335,0.012828145569199294,0.25078204214092226,0.0015820421409222518,-0.006348483711566018,0.12476432727229211,0.008064327272292116,-0.06910306145922979,0.3950381553942158,-0.011761844605784222,-0.028913089001436142,0.5576862688987487,-0.006013731101251252,-0.010668318434009672,4.91893428057455,0.3591342805745503,-0.07876097209845834,32.21111629219683,0.6884162921968269,-0.021838747702348685,3.1023536562919616,0.2112536562919618,0.0730703387264231,65.56856838349373,-0.09763161650627694,-0.0014867864518774794,0.31839655854048265,-0.004203441459517343,-0.013029886731299886,29.463878606980842,-4.044421393019157,0.12069909225532649,0.5505121350288391,-0.006887864971160895,-0.01235713127226569,0.9812801599502563,0.003180159950256334,0.003251364840257984,0.10160470958799124,-0.0014952904120087568,-0.014503301765361366,0.7555063025891054,-0.0393936974108946,-0.0495580543601643,83.837,10.732,0.14680254428561657,1.8056216904369644,0.21332169043696436,-0.1339707909545716
118,2026-07-26T18:10:20+00:00,2026-07-26T18:16:30+00:00,370.631,4d61b91f46443b5c0e133290082adac859246390f71b35fe621c5ce2f5d83894,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.400000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,2a8d6fa90ff986019485c04d5efaa533cc94ce2f10b89890eea7fda9ba009c0d,results_test/UDM10,2.2171796984857988,2,2,0.13381015531478013,0,0,26.51881015531478,0.13381015531478013,0.005071447993738113,0.7838023050764125,0.009902305076412432,0.012795328952593917,0.2508138847687552,0.0016138847687552083,-0.006476263116995218,0.12484175774358933,0.008141757743589328,-0.06976656164172518,0.3953734842038924,-0.011426515796107595,-0.02808878022641985,0.5577010777688796,-0.005998922231120418,-0.01064204759822675,4.917557802187421,0.3577578021874208,-0.07845909956301171,32.215011137601444,0.6923111376014432,-0.021962304548831264,3.104648735830861,0.21354873583086142,0.07386418174081195,65.56668501823178,-0.09951498176822327,-0.0015154673449693033,0.31850352056564823,-0.004096479434351763,-0.012698324347029643,29.443722041960683,-4.064577958039315,0.12130063172525361,0.5550928443670273,-0.0023071556329726794,-0.00413913820052508,0.9815168440341949,0.0034168440341949546,0.0034933483633523715,0.10112402848899364,-0.0019759715110063553,-0.019165582066017026,0.7646808878171506,-0.03021911218284945,-0.03801624378267637,83.858,10.753,0.1470898023391013,1.8048298819485353,0.21252988194853528,-0.1334735175209039
119,2026-07-26T18:16:30+00:00,2026-07-26T18:22:46+00:00,375.823,552753f6523910a59b7143712482567c794574be5f52afae7d8f6d4fe8f8ceb8,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.450000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,29487429a6764f1f204c5ea0229d38c5049e5aaf304885250eb1f6ac01e3ec7e,results_test/UDM10,2.2172663907894563,2,2,0.13280643463134467,0,0,26.517806434631346,0.13280643463134467,0.005033406656484543,0.7837889451998228,0.009888945199822752,0.012778065899758046,0.2508463732177212,0.001646373217721181,-0.006606634100004739,0.12485020064538524,0.008150200645385242,-0.06983890870081612,0.3952675899190287,-0.011532410080971278,-0.028349090661188,0.557841111286994,-0.005858888713005994,-0.010393629081082125,4.915232440227284,0.3554324402272835,-0.07794912939762347,32.23483609406934,0.7121360940693364,-0.022591215031369027,3.105674531382899,0.21457453138289928,0.07421899324924745,65.57053246036654,-0.09566753963346741,-0.0014568764392254678,0.3185440627797957,-0.004055937220204309,-0.012572651023571942,29.419978972404238,-4.088321027595761,0.12200920451338208,0.563528859615326,0.006128859615325943,0.010995442438690247,0.9815625786781311,0.0034625786781311563,0.0035401070219110075,0.10796198435127735,0.004861984351277354,0.04715794715108976,0.7498130973049897,-0.04508690269501037,-0.0567202197697954,83.858,10.753,0.1470898023391013,1.806937477037233,0.21463747703723302,-0.13479713435736546
120,2026-07-26T18:22:47+00:00,2026-07-26T18:28:59+00:00,371.642,0f891328b713068a637d4bc95b7ef62e249dc2e4364c02ef742ed7aedcf370bd,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.500000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,8de420c2c705600741a986a207f8f7286fb64ea296c48d0034fa2dfec054d9dc,results_test/UDM10,2.2176334473273234,2,2,0.12962156234248923,0,0,26.51462156234249,0.12962156234248923,0.004912698970721593,0.7837514699524435,0.009851469952443459,0.012729642011168702,0.25090529305800313,0.0017052930580031267,-0.006843070056192322,0.12491446002837152,0.00821446002837152,-0.07038954608715955,0.39564863808693423,-0.01115136191306576,-0.027412394083249164,0.5581442524348537,-0.005555747565146318,-0.009855858728306402,4.916665470288794,0.3568654702887937,-0.07826340416000563,32.24308153322885,0.7203815332288528,-0.022852786507147317,3.107477914902472,0.21637791490247205,0.0748427639661278,65.56902046203614,-0.0971795379638678,-0.0014799019581438822,0.31868750114114064,-0.003912498858859359,-0.012128018781337133,29.409553773941532,-4.098746226058466,0.12232032738331895,0.5664108514785766,0.00901085147857661,0.016165861999599226,0.9814889848232269,0.003388984823226915,0.0034648653749380586,0.1090905461460352,0.005990546146035197,0.05810423032041898,0.7554163251912207,-0.039483674808779345,-0.049671247715158316,84.019,10.914000000000001,0.1492921140824841,1.8055955992410113,0.21329559924101127,-0.13395440510017664
121,2026-07-26T18:29:00+00:00,2026-07-26T18:35:14+00:00,374.089,d285627d843ac1812bce69cfdf0b0ad5eb49e5e96b6ab1aa7affb99751cefc48,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.550000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,1697b3cb9b1bf9fd9cf629596e8b565f2288d9e72e8971e6a0985d11d5d88d61,results_test/UDM10,2.217874692739265,2,2,0.1265149774858969,0,0,26.5115149774859,0.1265149774858969,0.004794958403861925,0.7837142323655722,0.009814232365572217,0.012681525217175625,0.2509568945775109,0.001756894577510909,-0.0070501387540566176,0.1249581302365949,0.008258130236594899,-0.07076375524074463,0.39599344566945105,-0.010806554330548945,-0.026564784490041654,0.5578434176022008,-0.0058565823977991815,-0.010389537693452513,4.916148732341665,0.3563487323416652,-0.07815007946437677,32.2402143540861,0.7175143540860986,-0.02276183049313982,3.1084856160225405,0.2173856160225407,0.07519131680763055,65.57368033624464,-0.09251966375536824,-0.0014089389024394322,0.3187265638622545,-0.0038734361377454896,-0.01200693161111435,29.384649461315526,-4.123650538684473,0.12306355555741333,0.5613531172275543,0.003953117227554315,0.007092065352627045,0.9817678272724152,0.003667827272415214,0.003749951203777951,0.1048910815268755,0.0017910815268755015,0.017372274751459763,0.763875265162949,-0.031024734837051038,-0.0390297330947931,83.955,10.849999999999994,0.14841666096710202,1.8102463509179265,0.21794635091792647,-0.13687518113290614
122,2026-07-26T18:35:14+00:00,2026-07-26T18:41:33+00:00,378.794,96f3ba696c04983f48878ec50f2625eb6059e28a7a639d8ac3325b76d27d2389,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.600000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,1b0067fc7fdbf8bc5c43e2f2e564d7cefa5df8260e81293671e154a295abdf08,results_test/UDM10,2.2178579114724544,2,2,0.12530336195422365,0,0,26.510303361954225,0.12530336195422365,0.004749037784886247,0.7836983446043496,0.009798344604349585,0.012660995741503533,0.2509991816214977,0.0017991816214976974,-0.0072198299418045645,0.12499091182985614,0.00829091182985614,-0.07104466006731912,0.3958877691338139,-0.01091223086618609,-0.02682455965139157,0.5577593560180356,-0.005940643981964366,-0.010538662377087754,4.915024929876128,0.35522492987612786,-0.07790362074567478,32.25682362255675,0.7341236225567513,-0.02328872915571164,3.109039447384496,0.217939447384496,0.07538288104337311,65.56100583230295,-0.10519416769705003,-0.001601953024494337,0.3187773114731235,-0.0038226885268765054,-0.011849623455909812,29.362451171875,-4.145848828124997,0.12372602692840273,0.5634181708097458,0.00601817080974576,0.01079686187611367,0.9817460179328918,0.0036460179328918763,0.0037276535455391846,0.10637135095894337,0.0032713509589433754,0.03172988320992605,0.7638498630057192,-0.03105013699428083,-0.039061689513499594,83.863,10.757999999999996,0.14715819711374045,1.8107364525349112,0.21843645253491117,-0.13718297590586645
123,2026-07-26T18:41:34+00:00,2026-07-26T18:47:41+00:00,366.796,8e9ae7fc5feab6703e20cb5121ca226a08d30579d71594d79ba90492e23975f9,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.650000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,0ee5d3346f68dcc61e8960b57cc0f6056ef53bb18ba72f295200b09d942f196a,results_test/UDM10,2.2180144160564836,2,2,0.12261692908502297,0,0,26.507616929085025,0.12261692908502297,0.004647221113701837,0.7836631725765109,0.009763172576510826,0.012615547973266346,0.25104433593730774,0.001844335937307734,-0.007401027035745321,0.12504379191706258,0.008343791917062582,-0.07149778849239573,0.396046961026807,-0.010753038973193019,-0.026433232480808797,0.5577800388297727,-0.005919961170227306,-0.010501971208492649,4.914800242382569,0.35500024238256866,-0.07785434501130942,32.283402298655396,0.7607022986553957,-0.02413188904045008,3.1106475503213944,0.2195475503213946,0.07593910633371195,65.5613078578826,-0.10489214211740716,-0.0015973536174989135,0.3188849448677032,-0.0037150551322968073,-0.011515979951323023,29.341803175403225,-4.1664968245967735,0.12434223236024429,0.5576265066862106,0.00022650668621060355,0.0004063629103168345,0.9814489364624024,0.0033489364624024187,0.0034239203173524373,0.10313795283436775,3.795283436774932e-05,0.0003681167251964047,0.7565086188995095,-0.03839138110049056,-0.04829712051892132,83.788,10.682999999999993,0.14613227549415214,1.8082625922155178,0.21596259221551772,-0.13562933631571797
124,2026-07-26T18:48:17+00:00,2026-07-26T18:54:26+00:00,369.396,faf1d00498362f413a13a9d8c72659e393a7a344ede0adb423b21b3c8c8fbcb3,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.700000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,0b8d64a374d88ea7e52ed71dc69906fae36e24bcfe0891eeadb5619aaa4088dc,results_test/UDM10,2.218075560746368,2,2,0.12133267433412698,0,0,26.50633267433413,0.12133267433412698,0.004598547444916694,0.7836483913914223,0.00974839139142225,0.01259644836725966,0.25107207848660407,0.0018720784866040618,-0.007512353477544389,0.12507865871152568,0.008378658711525683,-0.07179656136697243,0.3961841651508885,-0.010615834849111494,-0.026095955872938777,0.557843405008316,-0.0058565949916840054,-0.010389560034919294,4.916846100696631,0.357046100696631,-0.07830301782899053,32.28524935794143,0.7625493579414311,-0.024190483617882702,3.1098380142642608,0.21873801426426098,0.07565909662905503,65.56244983057822,-0.10375016942178661,-0.0015799630467696715,0.31887497154455036,-0.0037250284554496416,-0.011546895398169998,29.330730216733873,-4.177569783266126,0.1246726865661978,0.5692766517400741,0.011876651740074129,0.02130723311818107,0.9816846668720245,0.0035846668720245223,0.0036649288130298765,0.10934597924351692,0.006245979243516928,0.06058175793905846,0.7619000323312222,-0.032999967668777885,-0.04151461525824366,83.781,10.676000000000002,0.14603652280965737,1.8092806835920783,0.21698068359207823,-0.1362687204622736
125,2026-07-26T18:54:27+00:00,2026-07-26T19:00:31+00:00,364.103,f212f2f0a5fcd292696cd5f8da036ec0a51ff052ed697e188836ef8bab91b031,"Low-distortion faithful restoration of the input video, preserving geometry, motion, edges, and textures with minimal redraw, low perceptual distortion, stable temporal alignment, and natural colors.","flickering, temporal inconsistency, unstable details, hallucinated textures, oversharpening, ringing artifacts, color shifts, ghosting, motion trails, warped structures, plastic texture, excessive smoothing, noise amplification",0.750000,Low-CFG fidelity prompt with artifact-focused negative prompt.,,prompt_negative_cfg,0,0,completed,,d098f38ecbd20595ef1c893e2eb0c403e80a6656d944c15abc53304b2f08be89,results_test/UDM10,2.2180383433608815,2,2,0.11842673024823469,0,0,26.503426730248236,0.11842673024823469,0.004488411227903531,0.7836103797716376,0.009710379771637578,0.012547331401521615,0.25110754041421796,0.0019075404142179508,-0.007654656557856946,0.1251132786273956,0.008413278627395604,-0.07209321874374983,0.3959203852761176,-0.01087961472388238,-0.026744382310428663,0.5576703413840264,-0.006029658615973599,-0.01069657373775696,4.914493636587079,0.3546936365870792,-0.07778710394909408,32.30725027654881,0.7845502765488064,-0.024888422519289476,3.110900300164377,0.21980030016437713,0.07602652975143619,65.55496090304467,-0.1112390969553303,-0.0016940084389736316,0.31895102077434145,-0.003648979225658544,-0.011311156930125679,29.300447722404233,-4.207852277595766,0.12557641771130634,0.5610114604234695,0.0036114604234694925,0.0064791180901856696,0.9817559897899628,0.0036559897899628435,0.0037378486759665104,0.10388259217143059,0.0007825921714305906,0.007590612719986329,0.749398526406024,-0.04550147359397605,-0.05724175820100144,83.826,10.72099999999999,0.14665207578141015,1.8064154130843235,0.21411541308432347,-0.13446926652284336
